timestamp,open,high,low,close,volume
2025-12-14 19:15:00,88748.98,88748.98,88497.02,88711.11,127.63368
2025-12-14 19:30:00,88711.11,88752.0,88528.92,88602.5,54.977
2025-12-14 19:45:00,88602.5,88658.52,88498.17,88644.88,35.80474
2025-12-14 20:00:00,88644.88,88827.71,88356.9,88803.06,321.10925
2025-12-14 20:15:00,88803.07,88822.88,88631.11,88658.53,99.32735
2025-12-14 20:30:00,88658.53,88723.32,88568.65,88658.56,47.65233
2025-12-14 20:45:00,88658.57,88723.84,88504.48,88558.97,117.09904
2025-12-14 21:00:00,88558.97,88593.45,88447.12,88524.95,70.15595
2025-12-14 21:15:00,88524.95,88714.66,88524.95,88572.25,76.77769
2025-12-14 21:30:00,88572.25,88604.64,88493.56,88535.89,42.55564
2025-12-14 21:45:00,88535.88,88560.0,88345.94,88443.85,120.2816
2025-12-14 22:00:00,88443.85,88605.06,88443.84,88506.92,79.59898
2025-12-14 22:15:00,88506.93,88509.86,88346.88,88382.68,71.48643
2025-12-14 22:30:00,88382.68,88382.69,88017.0,88174.73,387.0708
2025-12-14 22:45:00,88174.74,88450.0,88131.55,88415.29,76.56351
2025-12-14 23:00:00,88415.29,88609.22,87943.03,88059.15,324.15691
2025-12-14 23:15:00,88059.16,88234.86,87927.89,88026.44,134.39254
2025-12-14 23:30:00,88026.44,88110.0,87577.36,88038.44,377.60654
2025-12-14 23:45:00,88038.45,88358.91,87941.44,88172.17,219.28577
2025-12-15 00:00:00,88172.16,88485.04,88114.52,88163.92,190.4395
2025-12-15 00:15:00,88163.91,88608.06,88074.37,88541.96,201.66837
2025-12-15 00:30:00,88541.96,88692.3,88126.99,88257.21,162.31839
2025-12-15 00:45:00,88257.21,88498.99,88224.0,88465.9,71.71532
2025-12-15 01:00:00,88465.9,88614.59,88428.07,88605.32,162.52302
2025-12-15 01:15:00,88605.32,88757.38,88537.44,88706.32,146.39719
2025-12-15 01:30:00,88706.33,89300.0,88663.44,89078.19,254.45071
2025-12-15 01:45:00,89078.19,89338.01,88971.45,89242.32,203.79057
2025-12-15 02:00:00,89242.33,89656.28,89235.72,89529.81,275.41079
2025-12-15 02:15:00,89529.81,90052.64,89519.27,89688.7,373.34757
2025-12-15 02:30:00,89688.7,89715.96,89383.6,89451.07,219.08101
2025-12-15 02:45:00,89451.07,89465.4,89241.97,89321.85,117.81943
2025-12-15 03:00:00,89321.85,89436.0,89252.0,89381.58,94.15922
2025-12-15 03:15:00,89381.58,89543.88,89359.59,89359.59,69.14129
2025-12-15 03:30:00,89359.59,89400.0,89225.91,89266.95,85.12406
2025-12-15 03:45:00,89266.96,89362.0,89260.0,89282.6,72.27421
2025-12-15 04:00:00,89282.6,89540.0,89282.59,89488.05,80.29631
2025-12-15 04:15:00,89488.05,89588.0,89272.88,89342.99,98.68768
2025-12-15 04:30:00,89342.99,89673.17,89312.95,89673.17,118.55931
2025-12-15 04:45:00,89673.17,89786.89,89630.48,89667.64,110.97505
2025-12-15 05:00:00,89667.64,89672.83,89546.07,89649.01,61.06981
2025-12-15 05:15:00,89649.01,89749.47,89640.03,89704.75,46.93949
2025-12-15 05:30:00,89704.75,89704.75,89533.46,89533.46,66.47897
2025-12-15 05:45:00,89533.47,89620.0,89492.0,89615.24,47.33671
2025-12-15 06:00:00,89615.25,89620.0,89476.98,89498.18,48.80399
2025-12-15 06:15:00,89498.17,89592.0,89498.17,89569.36,46.41991
2025-12-15 06:30:00,89569.36,89658.01,89537.05,89604.49,62.11152
2025-12-15 06:45:00,89604.5,89918.48,89604.49,89735.88,105.08112
2025-12-15 07:00:00,89735.89,89824.47,89516.0,89564.17,132.75688
2025-12-15 07:15:00,89564.17,89643.05,89564.16,89595.43,74.67142
2025-12-15 07:30:00,89595.43,89744.11,89580.0,89616.28,97.64307
2025-12-15 07:45:00,89616.28,89816.14,89606.17,89753.42,119.10665
2025-12-15 08:00:00,89753.43,89820.0,89655.52,89707.98,70.48652
2025-12-15 08:15:00,89707.98,89900.0,89697.51,89863.76,62.80843
2025-12-15 08:30:00,89863.77,89900.0,89786.25,89849.25,48.90499
2025-12-15 08:45:00,89849.26,89860.0,89770.0,89770.01,67.82325
2025-12-15 09:00:00,89770.0,89932.42,89770.0,89848.57,62.44131
2025-12-15 09:15:00,89848.57,89936.69,89836.58,89887.99,46.93652
2025-12-15 09:30:00,89888.0,89913.51,89834.41,89847.99,47.29722
2025-12-15 09:45:00,89848.0,89986.68,89820.0,89865.12,153.78185
2025-12-15 10:00:00,89865.13,89932.54,89792.0,89828.8,91.14609
2025-12-15 10:15:00,89828.79,89936.83,89717.34,89869.06,194.28429
2025-12-15 10:30:00,89869.06,89981.64,89750.0,89826.99,131.56131
2025-12-15 10:45:00,89827.0,89896.07,89825.84,89858.95,53.71345
2025-12-15 11:00:00,89858.96,89900.0,89800.0,89800.0,109.7349
2025-12-15 11:15:00,89800.01,89818.0,89777.0,89803.63,114.02504
2025-12-15 11:30:00,89803.63,89834.58,89572.05,89585.55,152.33925
2025-12-15 11:45:00,89585.56,89699.99,89585.55,89641.28,117.10544
2025-12-15 12:00:00,89641.28,89646.39,89431.52,89454.39,154.80414
2025-12-15 12:15:00,89454.4,89636.04,89454.39,89573.13,81.48723
2025-12-15 12:30:00,89573.14,89762.56,89570.79,89748.61,75.23073
2025-12-15 12:45:00,89748.61,89751.0,89622.59,89695.75,80.72564
2025-12-15 13:00:00,89695.76,89736.9,89466.0,89564.88,116.48636
2025-12-15 13:15:00,89564.88,89591.15,89363.56,89449.39,101.59963
2025-12-15 13:30:00,89449.38,89508.93,89274.44,89470.15,140.10126
2025-12-15 13:45:00,89470.14,89573.64,89427.84,89432.0,57.195
2025-12-15 14:00:00,89432.01,89647.55,89414.64,89603.42,88.34689
2025-12-15 14:15:00,89603.42,89712.0,89334.25,89390.19,111.18775
2025-12-15 14:30:00,89390.18,89876.42,89044.0,89261.77,523.66439
2025-12-15 14:45:00,89261.76,89340.06,87840.0,88050.01,1064.53742
2025-12-15 15:00:00,88050.0,88184.28,87395.52,87476.92,984.68153
2025-12-15 15:15:00,87476.91,87497.85,86674.77,86871.25,1169.92556
2025-12-15 15:30:00,86871.24,87203.55,86621.91,87203.55,638.83016
2025-12-15 15:45:00,87203.55,87376.0,86736.64,87033.22,499.22553
2025-12-15 16:00:00,87033.21,87220.0,86787.25,86888.0,338.2673
2025-12-15 16:15:00,86888.0,87133.16,86845.47,86910.81,216.30034
2025-12-15 16:30:00,86910.81,86956.0,86062.67,86330.04,760.11602
2025-12-15 16:45:00,86330.03,86516.42,86142.0,86400.01,298.53984
2025-12-15 17:00:00,86400.0,86496.89,86200.0,86226.06,183.1432
2025-12-15 17:15:00,86226.06,86365.65,86091.23,86194.42,267.55046
2025-12-15 17:30:00,86194.42,86254.73,85701.0,85842.29,782.93163
2025-12-15 17:45:00,85842.29,85980.0,85599.99,85762.87,323.75641
2025-12-15 18:00:00,85762.86,85976.54,85602.83,85889.15,213.56894
2025-12-15 18:15:00,85889.15,85936.77,85546.0,85586.01,282.01341
2025-12-15 18:30:00,85586.01,85895.0,85146.64,85757.59,573.29082
2025-12-15 18:45:00,85757.59,86272.23,85707.99,86185.39,413.18688
2025-12-15 19:00:00,86185.4,86560.4,85955.64,85976.54,439.94911
2025-12-15 19:15:00,85976.53,86366.97,85880.0,86117.24,223.93959
2025-12-15 19:30:00,86117.24,86333.12,86108.62,86201.99,134.62246
2025-12-15 19:45:00,86201.99,86260.34,85966.93,86149.96,338.05273
2025-12-15 20:00:00,86149.96,86199.63,85733.02,85761.62,195.52625
2025-12-15 20:15:00,85761.62,85889.52,85610.88,85746.52,198.6191
2025-12-15 20:30:00,85746.51,86093.03,85713.43,85932.57,175.74203
2025-12-15 20:45:00,85932.57,85981.0,85770.0,85787.04,123.05507
